City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Vygonichi,RU,2021-12-01 17:29:14,53.0985,34.0673,28.51,69,77,8.95
293,Honningsvag,NO,2021-12-01 17:29:14,70.9821,25.9704,33.55,64,75,28.77
294,Constitucion,CL,2021-12-01 17:29:15,-35.3333,-72.4167,63.25,63,75,13.98
295,Ottawa,CA,2021-12-01 17:24:29,45.4112,-75.6981,32.68,54,20,3.0
296,Kautokeino,NO,2021-12-01 17:29:15,69.0125,23.0412,21.51,92,100,27.31
297,Mushie,CD,2021-12-01 17:29:15,-3.0167,16.9,73.92,94,95,3.6
298,Hastings,GB,2021-12-01 17:29:16,50.8552,0.5729,46.53,83,87,16.53
299,Creel,MX,2021-12-01 17:29:16,27.75,-107.6333,57.16,45,85,3.22
300,Necochea,AR,2021-12-01 17:27:03,-38.5473,-58.7368,77.04,31,32,10.29
301,Iqaluit,CA,2021-12-01 17:29:17,63.7506,-68.5145,11.93,79,75,16.11
302,Coihaique,CL,2021-12-01 17:29:17,-45.5752,-72.0662,54.21,76,90,5.75
303,Bada,RU,2021-12-01 17:29:18,51.392,109.8717,19.51,81,99,14.18
304,Prince Rupert,CA,2021-12-01 17:24:38,54.3161,-130.3201,46.09,82,90,12.66
305,Chifeng,CN,2021-12-01 17:29:18,42.2683,118.9636,24.51,54,0,10.45
306,Abha,SA,2021-12-01 17:29:19,18.2164,42.5053,57.02,77,0,4.61
307,Kingman,US,2021-12-01 17:26:55,35.1894,-114.053,65.12,15,1,14.0
308,Praia Da Vitoria,PT,2021-12-01 17:29:19,38.7333,-27.0667,65.75,88,40,9.01
309,Barcelos,PT,2021-12-01 17:29:20,41.5388,-8.6151,53.74,84,100,9.31
310,Sapele,NG,2021-12-01 17:29:20,5.8941,5.6767,86.72,56,72,4.92
311,Conakry,GN,2021-12-01 17:29:20,9.538,-13.6773,86.36,74,20,11.5
312,Aklavik,CA,2021-12-01 17:29:21,68.2191,-135.0107,-23.8,76,90,5.75
313,Tabuk,PH,2021-12-01 17:29:21,17.4189,121.4443,68.13,90,99,8.34
314,Plettenberg Bay,ZA,2021-12-01 17:29:22,-34.0527,23.3716,64.53,80,2,6.53
315,Kavieng,PG,2021-12-01 17:29:22,-2.5744,150.7967,82.02,72,36,7.99
316,Tura,IN,2021-12-01 17:29:22,25.5198,90.2201,63.52,70,27,3.4
317,Cherepovets,RU,2021-12-01 17:29:23,59.1333,37.9,21.02,86,90,6.71
318,Mgandu,TZ,2021-12-01 17:29:23,-5.95,34.1333,72.25,47,60,7.31
319,Skibbereen,IE,2021-12-01 17:29:24,51.55,-9.2667,42.6,80,14,22.95
320,Samana,DO,2021-12-01 17:29:24,19.2056,-69.3369,84.42,74,40,6.91
321,Muisne,EC,2021-12-01 17:29:24,0.6,-80.0333,74.98,84,100,8.41
322,Gualeguaychu,AR,2021-12-01 17:29:25,-33.0094,-58.5172,78.04,35,67,6.42
323,Port Hardy,CA,2021-12-01 17:29:25,50.6996,-127.4199,49.75,100,90,0.0
324,Antalaha,MG,2021-12-01 17:29:26,-14.9003,50.2788,74.79,87,8,6.78
325,Valdepenas,ES,2021-12-01 17:30:26,38.7621,-3.3848,49.98,69,47,13.09
326,Neepawa,CA,2021-12-01 17:30:27,50.2289,-99.4664,37.8,82,100,24.94
327,Talnakh,RU,2021-12-01 17:30:27,69.4865,88.3972,-21.96,97,87,6.64
328,Magistralnyy,RU,2021-12-01 17:30:27,56.1725,107.4458,7.14,82,98,7.76
329,Porto Novo,BJ,2021-12-01 17:30:28,6.4965,2.6036,85.82,77,83,9.28
330,Omsukchan,RU,2021-12-01 17:30:28,62.5333,155.8,-32.94,98,30,3.13
331,Leshukonskoye,RU,2021-12-01 17:30:28,64.8989,45.7622,20.53,96,100,6.38
332,Borogontsy,RU,2021-12-01 17:30:29,62.6683,131.1683,-24.75,98,73,4.27
333,Raudeberg,NO,2021-12-01 17:30:29,61.9875,5.1352,30.2,76,100,12.06
334,Severo-Kurilsk,RU,2021-12-01 17:30:31,50.6789,156.125,44.01,92,100,36.93
335,Dingle,PH,2021-12-01 17:30:31,10.9995,122.6711,75.36,92,100,5.93
336,Trat,TH,2021-12-01 17:30:32,12.5,102.5,69.94,82,70,8.34
337,Novobiryusinskiy,RU,2021-12-01 17:30:32,56.9578,97.7076,21.69,96,100,3.56
338,Ibra,OM,2021-12-01 17:30:33,22.6906,58.5334,69.28,59,19,5.03
339,Luena,AO,2021-12-01 17:30:33,-11.7833,19.9167,69.12,76,88,1.12
340,Marquette,US,2021-12-01 17:30:34,46.5333,-87.6335,30.78,84,99,13.47
341,Sal Rei,CV,2021-12-01 17:30:34,16.1833,-22.9167,77.2,57,75,21.85
342,Lasa,IT,2021-12-01 17:30:35,46.6166,10.7002,39.94,97,91,3.71
343,Fort Nelson,CA,2021-12-01 17:26:22,58.8053,-122.7002,-11.61,84,40,0.0
344,Puro,PH,2021-12-01 17:30:35,12.4841,123.3827,79.05,85,99,11.59
345,Pisco,PE,2021-12-01 17:30:36,-13.7,-76.2167,70.02,73,0,10.36
346,San Miguel,SV,2021-12-01 17:27:46,13.4833,-88.1833,91.06,45,0,2.3
347,Livadiya,RU,2021-12-01 17:30:36,42.8692,132.6764,20.57,59,6,18.88
348,Buchanan,LR,2021-12-01 17:30:37,5.8808,-10.0467,80.56,77,55,5.26
349,Tyret Pervaya,RU,2021-12-01 17:30:37,53.6703,102.3106,23.18,93,100,9.15
350,Beringovskiy,RU,2021-12-01 17:30:38,63.05,179.3167,26.69,96,100,22.7
351,Karratha,AU,2021-12-01 17:30:38,-20.7377,116.8463,85.39,32,5,13.04
352,Nantucket,US,2021-12-01 17:27:19,41.2835,-70.0995,50.11,56,1,14.97
353,Zaterechnyy,RU,2021-12-01 17:30:39,44.7931,45.2097,40.26,57,84,6.02
354,Iracoubo,GF,2021-12-01 17:30:39,5.4802,-53.2011,79.14,89,100,12.19
355,Sakakah,SA,2021-12-01 17:30:40,29.9697,40.2064,65.77,53,100,5.35
356,Taitung,TW,2021-12-01 17:30:40,22.7583,121.1444,60.49,76,32,11.63
357,Wakkanai,JP,2021-12-01 17:30:41,45.4094,141.6739,29.43,82,100,33.08
358,Angoche,MZ,2021-12-01 17:30:41,-16.2325,39.9086,80.78,83,1,12.41
359,Santa Marta,CO,2021-12-01 17:29:16,11.2408,-74.199,84.04,68,25,11.56
360,Ilulissat,GL,2021-12-01 17:30:42,69.2167,-51.1,39.22,70,75,18.41
361,Guerrero Negro,MX,2021-12-01 17:30:42,27.9769,-114.0611,71.28,52,0,1.1
362,Obidos,BR,2021-12-01 17:30:43,-1.9175,-55.5181,96.62,34,100,6.13
363,Sfantu Gheorghe,RO,2021-12-01 17:27:36,45.8667,25.7833,38.93,92,99,3.83
364,Buta,CD,2021-12-01 17:30:44,2.7858,24.73,73.15,83,87,2.26
365,Nova Olimpia,BR,2021-12-01 17:30:44,-14.7972,-57.2881,90.19,55,95,4.54
366,Chum Phae,TH,2021-12-01 17:30:45,16.5443,102.0992,64.36,75,37,1.72
367,Berlevag,NO,2021-12-01 17:30:45,70.8578,29.0864,32.0,80,75,34.52
368,Tosya,TR,2021-12-01 17:30:45,41.0155,34.0401,34.65,73,70,3.36
369,Kahului,US,2021-12-01 17:30:46,20.8947,-156.47,76.84,88,20,3.44
370,Almaznyy,RU,2021-12-01 17:31:46,48.0448,40.045,32.14,97,100,9.24
371,Kemin,KG,2021-12-01 17:31:47,42.7846,75.6892,36.1,48,0,7.94
372,Vung Tau,VN,2021-12-01 17:31:47,10.346,107.0843,77.5,79,44,9.46
373,Taltal,CL,2021-12-01 17:31:47,-25.4,-70.4833,66.83,68,10,9.37
374,Richards Bay,ZA,2021-12-01 17:31:48,-28.783,32.0377,75.45,82,20,12.12
375,Eyl,SO,2021-12-01 17:31:49,7.9803,49.8164,77.67,55,29,19.8
376,Lastoursville,GA,2021-12-01 17:31:49,-0.8143,12.7287,74.91,94,72,1.32
377,Barsovo,RU,2021-12-01 17:31:50,61.1667,73.1667,30.33,97,100,9.44
378,Tarata,BO,2021-12-01 17:31:50,-17.6167,-66.0167,80.02,34,73,1.63
379,Makakilo City,US,2021-12-01 17:31:51,21.3469,-158.0858,74.68,79,1,4.61
380,Daru,PG,2021-12-01 17:31:51,-9.0763,143.2092,80.37,86,100,7.02
381,Iralaya,HN,2021-12-01 17:31:52,15.0,-83.2333,80.83,78,22,9.44
382,Bathsheba,BB,2021-12-01 17:31:52,13.2167,-59.5167,86.61,70,40,23.02
383,Alofi,NU,2021-12-01 17:31:53,-19.0595,-169.9187,73.29,94,19,11.5
384,Aleksandrov Gay,RU,2021-12-01 17:31:53,50.147,48.5704,35.04,76,80,15.7
385,Shiyan,CN,2021-12-01 17:31:54,32.6475,110.7781,41.92,53,26,4.34
386,Najran,SA,2021-12-01 17:31:55,17.4924,44.1277,65.05,27,0,3.09
387,Nadym,RU,2021-12-01 17:31:55,65.5333,72.5167,0.37,95,100,11.34
388,Port Hedland,AU,2021-12-01 17:31:56,-20.3167,118.5667,82.45,78,3,11.5
389,Hibbing,US,2021-12-01 17:31:56,47.4272,-92.9377,35.1,93,90,8.05
390,Ingham,US,2021-12-01 17:31:57,42.6,-84.3833,39.83,77,75,9.22
391,Umtata,ZA,2021-12-01 17:31:57,-31.5889,28.7844,63.16,88,75,11.5
392,Banda Aceh,ID,2021-12-01 17:31:58,5.5577,95.3222,78.4,81,56,9.42
393,Lorengau,PG,2021-12-01 17:31:58,-2.0226,147.2712,81.05,74,99,2.73
394,Ribeira Brava,PT,2021-12-01 17:31:59,32.65,-17.0667,68.72,71,15,8.57
395,Tongliao,CN,2021-12-01 17:31:59,43.6125,122.2653,20.98,77,0,13.73
396,Harper,LR,2021-12-01 17:33:13,4.375,-7.7169,81.32,76,98,7.16
397,Matagami,CA,2021-12-01 17:33:14,49.7502,-77.6328,12.81,75,100,8.12
398,Myitkyina,MM,2021-12-01 17:33:14,25.3833,97.4,60.44,75,8,2.08
399,At-Bashi,KG,2021-12-01 17:33:14,41.1702,75.8106,12.61,60,0,3.0
400,Chapais,CA,2021-12-01 17:33:15,49.7834,-74.8492,11.98,82,100,11.25
401,Dunedin,NZ,2021-12-01 17:32:27,-45.8742,170.5036,55.38,92,79,8.9
402,Saint George,US,2021-12-01 17:29:57,37.1041,-113.5841,63.36,34,1,3.44
403,Mehamn,NO,2021-12-01 17:33:16,71.0357,27.8492,33.98,86,75,18.41
404,Tyukhtet,RU,2021-12-01 17:33:16,56.5389,89.3011,23.22,78,100,12.57
405,Birr,IE,2021-12-01 17:33:16,53.0914,-7.9133,42.48,80,65,14.27
406,Ayorou,NE,2021-12-01 17:33:17,14.7308,0.9174,86.07,12,98,10.25
407,Svetlaya,RU,2021-12-01 17:33:17,46.5389,138.3297,19.09,57,100,17.45
408,Morden,CA,2021-12-01 17:33:17,49.1919,-98.1014,40.84,70,100,5.75
409,Muros,ES,2021-12-01 17:33:18,42.7762,-9.0603,54.84,86,100,15.28
410,Bahia De Caraquez,EC,2021-12-01 17:33:18,-0.6,-80.4167,77.18,74,97,8.84
411,Ancud,CL,2021-12-01 17:33:18,-41.8697,-73.8203,56.73,58,95,13.91
412,Biggar,GB,2021-12-01 17:33:19,55.6167,-3.5167,36.7,84,35,6.96
413,Stromness,GB,2021-12-01 17:33:19,58.965,-3.296,39.16,64,100,40.02
414,Esso,RU,2021-12-01 17:34:20,55.9333,158.7,16.48,96,100,9.89
415,Tingi,TZ,2021-12-01 17:34:20,-11.3,35.0333,70.3,65,30,4.72
416,Sarab,IR,2021-12-01 17:34:21,38.6066,44.9883,48.0,71,44,4.16
417,Bouca,CF,2021-12-01 17:34:21,6.5105,18.2733,86.0,33,99,2.53
418,Makeni,SL,2021-12-01 17:34:22,8.8833,-12.05,84.87,63,68,2.8
419,Hay River,CA,2021-12-01 17:34:22,60.8156,-115.7999,3.18,78,90,4.61
420,Ponta Do Sol,PT,2021-12-01 17:34:23,32.6667,-17.1,68.72,70,24,7.43
421,Pahrump,US,2021-12-01 17:33:05,36.2083,-115.9839,66.11,17,3,2.66
422,Labuhan,ID,2021-12-01 17:34:23,-6.8844,112.2051,78.37,84,100,3.33
423,Camacha,PT,2021-12-01 17:34:24,33.0833,-16.3333,63.82,63,40,9.22
424,Papara,BR,2021-12-01 17:34:25,-3.9839,-38.7273,88.2,40,97,12.88
425,Ullapool,GB,2021-12-01 17:34:25,57.8987,-5.1604,39.34,83,81,14.85
426,Kawalu,ID,2021-12-01 17:34:25,-7.3817,108.2082,71.53,95,98,1.14
427,Bubaque,GW,2021-12-01 17:34:26,11.2833,-15.8333,82.33,62,63,12.82
428,Luau,AO,2021-12-01 17:34:26,-10.7073,22.2247,68.32,91,98,3.98
429,Oistins,BB,2021-12-01 17:34:27,13.0667,-59.5333,86.09,70,40,23.02
430,Cadillac,US,2021-12-01 17:30:56,44.2519,-85.4012,35.17,80,90,12.66
431,Kulhudhuffushi,MV,2021-12-01 17:34:27,6.6221,73.07,82.18,77,12,8.59
432,Maracaibo,VE,2021-12-01 17:31:27,10.6317,-71.6406,87.1,56,70,3.51
433,Cam Ranh,VN,2021-12-01 17:34:28,11.9214,109.1591,76.96,61,20,17.27
434,Sao Sepe,BR,2021-12-01 17:33:10,-30.1606,-53.5653,80.55,37,29,5.88
435,Zacualpan,MX,2021-12-01 17:34:28,21.25,-105.1667,85.62,58,91,7.14
436,Urumqi,CN,2021-12-01 17:34:29,43.801,87.6005,9.55,85,62,4.47
437,Camana,PE,2021-12-01 17:34:29,-16.6228,-72.7111,70.93,67,81,8.95
438,Srandakan,ID,2021-12-01 17:34:29,-7.9386,110.2506,78.01,85,100,5.7
439,Mariental,NA,2021-12-01 17:34:30,-24.6333,17.9667,87.4,9,38,22.08
440,Dhidhdhoo,MV,2021-12-01 17:34:30,6.8833,73.1,82.24,77,14,8.28
441,Belaya Gora,RU,2021-12-01 17:34:31,68.5333,146.4167,-36.02,100,99,2.84
442,Toritama,BR,2021-12-01 17:34:31,-8.0067,-36.0567,95.43,25,61,12.84
443,Dali,CN,2021-12-01 17:34:32,25.7,100.1833,44.69,89,21,0.74
444,Fairbanks,US,2021-12-01 17:30:43,64.8378,-147.7164,-1.91,77,90,0.0
445,Ola,RU,2021-12-01 17:34:32,59.5833,151.2833,4.26,68,100,24.87
446,Tupik,RU,2021-12-01 17:34:33,54.4253,119.9327,5.16,96,100,3.71
447,Westport,US,2021-12-01 17:34:34,41.1415,-73.3579,50.04,50,1,1.01
448,Athens,GR,2021-12-01 17:30:26,37.9795,23.7162,57.18,48,0,1.99
449,Sala,MA,2021-12-01 17:34:35,34.0389,-6.8166,61.48,51,40,3.44
450,Mandurah,AU,2021-12-01 17:34:35,-32.55,115.7,59.16,74,0,13.76
451,Swan Hill,AU,2021-12-01 17:34:36,-35.3378,143.5544,66.34,76,49,7.23
452,Nawabganj,BD,2021-12-01 17:34:36,24.5911,88.271,67.69,59,22,5.5
453,Mana,GF,2021-12-01 17:34:36,5.6592,-53.7767,80.06,88,100,11.7
454,Saint-Joseph,RE,2021-12-01 17:30:07,-21.3667,55.6167,75.58,72,10,11.54
455,Batemans Bay,AU,2021-12-01 17:30:09,-35.7167,150.1833,66.09,94,9,3.56
456,Bima,ID,2021-12-01 17:35:37,-8.4667,118.7167,75.67,94,100,0.54
457,Kinshasa,CD,2021-12-01 17:35:37,-4.3246,15.3215,71.67,96,100,0.54
458,Ranong,TH,2021-12-01 17:32:16,9.9658,98.6348,77.79,89,100,8.99
459,Labuan,MY,2021-12-01 17:35:38,5.2767,115.2417,79.16,88,20,0.0
460,Alta Floresta,BR,2021-12-01 17:35:38,-9.8756,-56.0861,78.62,89,90,5.75
461,Lata,PT,2021-12-01 17:35:39,40.1629,-8.3327,54.01,91,100,8.43
462,Honghu,CN,2021-12-01 17:35:39,29.8206,113.4621,44.92,36,0,3.56
463,Arlit,NE,2021-12-01 17:35:40,18.7369,7.3853,79.16,13,82,10.31
464,Sur,OM,2021-12-01 17:35:40,22.5667,59.5289,74.52,65,3,8.72
465,Kalat,PK,2021-12-01 17:35:41,29.0225,66.5916,42.12,46,14,2.86
466,Tororo,UG,2021-12-01 17:35:41,0.693,34.1809,68.65,79,100,5.7
467,Shingu,JP,2021-12-01 17:35:42,33.7333,135.9833,42.24,64,6,10.63
468,Ukiah,US,2021-12-01 17:35:42,39.1502,-123.2078,68.38,67,1,0.0
469,Bestobe,KZ,2021-12-01 17:31:42,52.4994,73.0975,19.11,76,90,10.78
470,Bowmore,US,2021-12-01 17:35:43,34.9421,-79.3031,66.88,40,1,3.0
471,Brandon,US,2021-12-01 17:35:43,27.9378,-82.2859,77.59,60,1,4.0
472,Sasykoli,RU,2021-12-01 17:35:44,47.5515,46.9968,36.52,78,66,11.86
473,Ures,MX,2021-12-01 17:35:44,29.4333,-110.4,78.28,32,23,1.83
474,Port-Gentil,GA,2021-12-01 17:35:44,-0.7193,8.7815,78.76,89,40,4.61
475,Tanout,NE,2021-12-01 17:35:45,14.9709,8.8879,79.29,14,50,11.65
476,Mantua,IT,2021-12-01 17:35:45,45.1667,10.7833,47.28,80,96,5.01
477,Trairi,BR,2021-12-01 17:33:23,-3.2778,-39.2689,86.86,61,96,13.67
478,Palauig,PH,2021-12-01 17:35:46,15.435,119.9045,78.12,75,70,5.32
479,Davila,PH,2021-12-01 17:35:46,18.4726,120.5763,73.17,83,80,28.68
480,Ramshir,IR,2021-12-01 17:35:47,30.8946,49.4092,69.55,58,62,9.4
481,Cabral,DO,2021-12-01 17:35:47,18.25,-71.2167,89.46,55,40,13.8
482,Namibe,AO,2021-12-01 17:31:26,-15.1961,12.1522,70.75,77,49,5.46
483,Svay Rieng,KH,2021-12-01 17:35:47,11.0879,105.7993,71.22,75,79,7.81
484,Ayan,RU,2021-12-01 17:35:48,56.45,138.1667,6.37,72,100,13.62
485,Vetlanda,SE,2021-12-01 17:35:49,57.4289,15.0776,26.55,94,100,15.1
486,Shanghai,CN,2021-12-01 17:34:57,31.2222,121.4581,42.93,56,0,6.71
487,Isangel,VU,2021-12-01 17:35:49,-19.55,169.2667,78.08,85,48,11.07
488,Dodge City,US,2021-12-01 17:35:49,37.7528,-100.0171,64.22,38,1,1.99
489,Dakor,IN,2021-12-01 17:35:50,22.75,73.15,62.42,85,100,8.63
490,Geilenkirchen,DE,2021-12-01 17:35:50,50.9667,6.1167,46.54,89,75,16.11
491,San Policarpo,PH,2021-12-01 17:35:51,12.1791,125.5072,79.27,87,95,8.52
492,Murgab,TM,2021-12-01 17:35:51,37.4966,61.9714,64.27,39,90,6.91
493,Ribas Do Rio Pardo,BR,2021-12-01 17:35:52,-20.4431,-53.7592,89.76,33,96,6.96
494,San Pedro,PH,2021-12-01 17:35:52,14.35,121.0167,80.1,68,20,2.3
495,Mitsamiouli,KM,2021-12-01 17:35:52,-11.3847,43.2844,80.89,69,20,5.75
496,Sao Filipe,CV,2021-12-01 17:35:53,14.8961,-24.4956,74.84,67,100,13.67
497,Ostrovnoy,RU,2021-12-01 17:35:53,68.0531,39.5131,25.03,81,100,35.01
498,Ishikari,JP,2021-12-01 17:35:54,43.2397,141.3539,32.25,80,88,26.6
499,Haines Junction,CA,2021-12-01 17:35:54,60.7522,-137.5108,-4.05,84,100,3.44
500,Krasnoarmeysk,RU,2021-12-01 17:35:55,51.0239,45.6969,29.28,82,52,12.21
501,Darfield,GB,2021-12-01 17:35:55,53.5339,-1.376,42.39,78,74,7.0
502,Canmore,CA,2021-12-01 17:35:55,51.0834,-115.3521,40.48,97,100,3.44
503,Xining,CN,2021-12-01 17:35:56,36.6167,101.7667,21.38,61,8,2.19
504,Half Moon Bay,US,2021-12-01 17:36:33,37.4636,-122.4286,69.62,70,1,0.0
505,Comodoro Rivadavia,AR,2021-12-01 17:33:44,-45.8667,-67.5,80.46,13,0,14.97
506,Fort-Shevchenko,KZ,2021-12-01 17:36:56,44.5086,50.263,42.98,83,85,27.47
507,Nelson Bay,AU,2021-12-01 17:36:57,-32.7167,152.15,68.0,96,79,6.49
508,Stornoway,GB,2021-12-01 17:36:57,58.2093,-6.3865,39.16,76,75,5.01
509,Puerto Escondido,MX,2021-12-01 17:36:58,15.85,-97.0667,86.83,58,20,6.91
510,Paka,MY,2021-12-01 17:36:58,4.6374,103.4368,76.98,83,100,4.61
511,Aljustrel,PT,2021-12-01 17:36:59,37.8776,-8.1652,57.07,91,59,8.46
512,Bowen,AU,2021-12-01 17:36:59,-20.0167,148.2333,75.42,83,12,6.38
513,Sidi Ali,DZ,2021-12-01 17:37:00,36.0998,0.4206,54.59,77,4,12.95
514,Salalah,OM,2021-12-01 17:37:00,17.0151,54.0924,77.09,47,0,5.75
515,Biltine,TD,2021-12-01 17:37:01,14.5333,20.9167,81.45,16,1,13.4
516,Petropavl,KZ,2021-12-01 17:37:02,54.8753,69.1628,27.28,74,100,12.06
517,Te Anau,NZ,2021-12-01 17:37:02,-45.4167,167.7167,53.82,89,57,0.29
518,Hakkari,TR,2021-12-01 17:37:03,37.5833,44.1667,37.47,97,100,8.14
519,Kenai,US,2021-12-01 17:37:03,60.5544,-151.2583,19.15,85,90,10.36
520,Atkinson,US,2021-12-01 17:37:04,42.8384,-71.147,45.23,63,1,3.0
521,San Vicente,AR,2021-12-01 17:37:04,-26.6167,-54.1333,88.88,20,0,4.0
522,Fonte Boa,BR,2021-12-01 17:37:04,-2.4959,-66.2662,81.9,85,77,3.85
523,Aguimes,ES,2021-12-01 17:37:05,27.9054,-15.4461,66.67,62,20,17.27
524,Eureka,US,2021-12-01 17:37:05,40.8021,-124.1637,50.61,60,29,2.93
525,Djenne,ML,2021-12-01 17:37:06,13.9061,-4.5533,87.62,9,41,7.14
526,Sangar,RU,2021-12-01 17:37:06,63.9242,127.4739,-25.38,94,90,3.42
527,Warmbad,NA,2021-12-01 17:37:07,-28.45,18.7333,75.61,21,0,23.51
528,Umm Lajj,SA,2021-12-01 17:34:18,25.0213,37.2685,77.68,66,2,9.95
529,Mont-De-Marsan,FR,2021-12-01 17:37:07,44.0,-0.6667,50.79,94,76,3.44
530,Yatou,CN,2021-12-01 17:37:08,37.15,122.3833,32.85,61,6,5.73
531,Zabaykalsk,RU,2021-12-01 17:37:08,49.6333,117.3167,21.81,76,99,27.81
532,Caravelas,BR,2021-12-01 17:37:09,-17.7125,-39.2481,79.59,86,88,8.55
533,Deer Lake,CA,2021-12-01 17:37:09,49.1667,-57.4316,33.66,69,90,12.66
534,Iquique,CL,2021-12-01 17:37:10,-20.2208,-70.1431,69.84,67,50,6.78
535,Marsabit,KE,2021-12-01 17:37:10,2.3284,37.9899,69.08,60,65,9.82
536,Krasnyy Yar,RU,2021-12-01 17:37:11,46.5331,48.3456,39.13,68,100,11.72
537,Christchurch,NZ,2021-12-01 17:36:02,-43.5333,172.6333,57.4,88,75,4.0
538,Casa Grande,US,2021-12-01 17:37:11,32.8795,-111.7573,77.41,20,57,2.35
539,Warwick,US,2021-12-01 17:36:57,41.7001,-71.4162,49.55,52,75,10.36
540,Port Macquarie,AU,2021-12-01 17:34:31,-31.4333,152.9167,66.09,100,90,6.91
541,Palmerston,AU,2021-12-01 17:37:12,-12.486,130.9833,85.98,87,100,6.91
542,Luba,GQ,2021-12-01 17:37:12,3.4568,8.5547,81.64,82,50,7.43
543,Bandundu,CD,2021-12-01 17:37:13,-3.3167,17.3667,73.02,91,95,5.1
544,Geneva,US,2021-12-01 17:37:13,41.8875,-88.3054,47.32,83,90,9.22
545,Ewa Beach,US,2021-12-01 17:37:14,21.3156,-158.0072,76.69,79,1,10.0
546,Sarh,TD,2021-12-01 17:37:15,9.1429,18.3923,85.91,39,0,0.0
547,Upata,VE,2021-12-01 17:37:15,8.0086,-62.3989,75.2,92,86,4.74
548,Manzil Salim,TN,2021-12-01 17:37:16,35.8567,8.4765,53.6,52,4,5.35
549,Biak,ID,2021-12-01 17:38:22,-0.9131,122.8766,77.02,79,100,0.94
550,Atasu,KZ,2021-12-01 17:38:28,48.6814,71.6433,15.78,84,18,5.48
551,Subkhankulovo,RU,2021-12-01 17:38:34,54.5574,53.8115,35.49,98,100,10.25
552,Ust-Ilimsk,RU,2021-12-01 17:38:40,58.0006,102.6619,2.14,96,100,2.82
553,Chisinau,MD,2021-12-01 17:38:46,47.0056,28.8575,37.94,82,0,7.0
554,Camara De Lobos,PT,2021-12-01 17:38:52,32.6333,-16.9667,68.72,81,40,11.5
555,Deputatskiy,RU,2021-12-01 17:38:58,69.3,139.9,-35.75,100,68,4.03
556,Nemuro,JP,2021-12-01 17:39:04,43.3236,145.575,38.41,61,4,37.56
557,Lufilufi,WS,2021-12-01 17:39:10,-13.8745,-171.5986,73.18,76,85,9.17
558,Ugoofaaru,MV,2021-12-01 17:39:16,5.6667,73.0,82.47,75,21,7.54
559,Nata,PA,2021-12-01 17:39:16,8.3333,-80.5167,76.87,74,100,7.38
560,Usinsk,RU,2021-12-01 17:39:16,65.9939,57.5281,13.23,95,100,12.68
561,Bogalusa,US,2021-12-01 17:39:17,30.791,-89.8487,73.0,56,1,5.75
562,Wenling,CN,2021-12-01 17:39:17,28.3669,121.36,40.95,61,0,9.26
563,San Juan,AR,2021-12-01 17:39:18,-31.5375,-68.5364,87.58,25,0,3.65
564,Ko Samui,TH,2021-12-01 17:39:18,9.5357,99.9357,80.55,81,93,21.68
565,San Remigio,PH,2021-12-01 17:39:19,11.0809,123.9381,79.14,85,100,5.26
566,Hof,DE,2021-12-01 17:37:55,50.3167,11.9167,43.45,92,75,21.85
567,Lahij,YE,2021-12-01 17:39:19,13.1667,44.5833,72.54,58,0,2.68
568,Tommot,RU,2021-12-01 17:39:20,58.9564,126.2925,-7.83,99,97,1.16
569,Mandalgovi,MN,2021-12-01 17:39:20,45.7625,106.2708,22.1,43,1,16.96
570,Qianan,CN,2021-12-01 17:39:21,44.9932,124.0581,17.64,76,11,17.07
571,Loknya,RU,2021-12-01 17:39:21,56.83,30.1467,17.47,92,43,6.33
